user_id,session_id,timestamp,session_length,messages_sent,feedback_rating,resources_clicked,recommendation_id,recommendation_type,click_through_rate,feedback_score,moderator_id,chat_sessions_moderated,avg_response_time,user_satisfaction_score,assigned_sessions
5e1bf4a0-cb80-434a-b52f-0af97fb2f7f4,3065ee23-956b-4f87-8722-f19f3b17480e,2024-03-31 23:23:40.309453,37,47,2,0,,,,,df47acaf-2bf3-4bdf-b50f-ba99b8d2fa89,459,15.66,5,21
b2c29c67-cc68-4e54-a546-acc51440cfbc,600182f0-748e-446d-9644-f9b003952220,2024-07-23 18:45:36.962619,80,34,6,6,,,,,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
1d7500ef-8b35-4aae-87f1-0c153e83fd33,133616e1-9ae3-430c-9c95-4cb8a9e3666f,2024-07-03 05:41:29.901885,62,16,4,3,,,,,e7872416-80cb-4273-8445-62008303ee39,83,15.88,3,4
d745ed77-22dc-4d58-a8f1-772465fbb04d,7f08755d-ac99-400d-ac5e-1f4f1d5ca9d8,2024-01-31 19:31:36.503817,31,40,4,0,,,,,3bcb2fe1-26e3-491a-8745-5f2791663051,485,17.77,2,22
3d318577-9bb0-47a5-abf7-e3f621ff4b7a,ef4375cd-091b-496b-842e-7d86977cb677,2024-05-27 07:20:09.853811,112,11,2,4,,,,,4fa1a78d-d849-4e4c-a082-90d2c076f14e,332,11.8,5,15
7aea6ca8-f6d1-4adf-817c-647839d9198a,cbe910b8-b553-4ead-aa96-87563eb9f32d,2024-12-24 18:05:57.919380,111,20,1,0,,,,,f747bcc4-f069-47da-a0c1-922e5e35c5c2,122,6.78,2,5
854ac136-6fad-425a-93d4-3ee39280fa5f,7d2f08ea-cbe7-4dce-a588-0944c4c6e1a2,2024-01-14 22:59:57.282497,63,10,5,0,,,,,71676997-8081-4f64-8c62-aba1523e41f1,103,12.51,3,5
4bc127e5-aeb6-43f7-8d0c-6ba45c987308,7830c156-e516-4415-941c-337c6e45334c,2024-05-24 00:31:42.475129,95,4,5,1,,,,,9ff5909c-9a7c-4578-a0fa-04ac852170be,386,19.4,4,17
9085fff4-912e-4da8-92f1-7a36d241a940,863afea9-a4df-47f6-b3e0-29b5f34e4c02,2024-06-03 07:22:58.907634,63,40,4,4,f6fc13de-36b9-4660-ae29-4af2b459398e,Video,0.34,1.0,79e74b69-af51-44cf-8df8-5edbbbf6d562,355,14.86,4,16
a079e625-13e4-4df6-8ac4-9a68f90da617,ee1a4c69-05d8-4061-bd03-f49cd8e55478,2024-12-25 23:24:14.440621,55,5,3,3,fa760bc5-d370-48b1-aa76-446bea4ddaaa,Podcast,0.44,1.0,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
a079e625-13e4-4df6-8ac4-9a68f90da617,ee1a4c69-05d8-4061-bd03-f49cd8e55478,2024-12-25 23:24:14.440621,55,5,3,3,8aa8dd30-542f-4845-89e6-0835028773cb,Podcast,0.11,1.0,5aa83f15-f8fb-4be9-b0d2-271cc5dee961,380,2.7,2,17
0a8140ec-2c25-4053-a589-c1cc5c0d68b1,f0538073-80cd-4779-a325-25f09f8bb7a6,2024-08-29 00:10:19.822803,96,37,6,1,,,,,9132caa1-bb9e-4a75-9efe-663693ee6180,480,12.15,4,22
32458087-5e8a-4001-95cc-fe2d99c82549,d4e9d697-3e82-41da-8b2b-c79def3f1d48,2024-05-06 00:06:46.930752,64,3,3,0,4c3446a4-9a0c-408c-89b8-1ea73aed5b3e,Blog,0.28,2.0,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
4ec657f9-828e-4d2f-afe4-c8ea07af1131,9862801a-4c0e-4b9c-9f85-a10b599baefb,2024-05-17 02:09:43.475014,84,32,5,0,,,,,6964bef5-9070-446c-b4e3-63e71f41712a,237,7.86,2,11
b024ecb1-0f2e-44d0-8934-05e1fd424fc6,eac2869e-894a-42a4-9620-5cf2ec8ec7e1,2024-06-26 13:22:43.276899,19,3,4,0,9015387f-95c6-48ab-8f3c-35a655e78b0e,Blog,0.59,5.0,f15e58af-4816-4274-af50-d83c52b00c09,371,18.07,5,17
001575dd-6eb3-4302-9baf-8365607f523b,45423db2-c2e3-4482-b231-ca02c4514511,2024-05-16 21:33:58.729456,66,27,5,4,,,,,d8ebcd7d-3075-46db-b26d-6cfcf5eed530,487,16.05,2,22
d1782a80-c2a9-4fd7-bc73-821d383da380,237d1dd4-8dc3-4bcc-97c5-77ae568fd1b7,2024-08-25 07:24:47.495047,66,29,5,4,a6d2fd5d-9b21-4544-97aa-3d69bfb431f6,Blog,0.54,5.0,e7b0cf47-7021-4f5b-86b8-e18843844ab5,294,2.65,2,13
9829f14e-984f-40c3-a128-35a3157431ec,55303dfe-c6a3-4e4d-9d3b-620ee96254c8,2024-10-14 05:57:30.458735,51,32,2,1,79f26be3-4d49-4c6d-a90c-941d182957a7,Podcast,0.19,5.0,2b85b9a1-2d7a-4f6d-978f-2cb21e0447b0,274,14.83,4,12
6c45cbb1-7f6e-4b2b-abee-22d4f6716d93,34bdf49f-00fc-451f-9f91-c77dcd399f10,2024-02-29 22:34:30.979388,79,24,4,3,68896bef-72ea-467b-8d3f-784cfdd4ded5,Podcast,0.12,4.0,94576ad0-2dba-45c2-9eb1-d824c582bfd2,261,9.5,3,12
7a9f4ac8-b57c-4c97-82e1-7fcecd176c15,d89d9b03-6ca3-41fc-905e-c00b9a3ec28f,2024-03-07 10:00:13.581530,55,21,4,1,,,,,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
5e900555-b087-4805-864b-46ac4c05e56c,53e27305-0cef-4c7e-9e6d-f47240d981e6,2024-07-24 09:30:31.053852,112,5,2,2,,,,,e8c8944b-a38b-4814-b585-525bde0df37e,134,17.6,3,6
394e0f26-e465-4cae-be66-4a52f3975099,8a6ac060-bed4-49f6-96bc-15d24a7548ae,2024-05-16 05:00:25.299043,59,18,1,0,,,,,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
e885ccb4-3f49-4a9e-9af5-7a54b5728b97,b8df28b6-ac3b-4a7f-ab78-18260f7d0a13,2024-12-25 04:54:28.536481,81,36,4,0,,,,,9ff5909c-9a7c-4578-a0fa-04ac852170be,386,19.4,4,17
12d73482-afd2-4dd4-a504-44b45094583f,9f0b975d-7d63-4db3-8333-8e4000d7434d,2024-08-23 09:21:46.602930,7,42,4,0,5653c4de-96b5-4c42-a531-71fed0d40a49,Podcast,0.14,3.0,729ab283-4c69-4b48-ac2c-40533c4be293,126,16.05,5,6
48ab9cc2-c367-4734-85ac-c95aa885f986,00e9884e-5876-4cc0-8e63-c40544778dd7,2024-01-29 07:19:09.928729,126,28,5,1,,,,,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
75a89e7a-64f6-4556-8ecd-75f0ed410864,4ea17138-1ee2-47b8-ab3d-6d782f6ac5b1,2024-11-27 10:35:11.729910,55,21,1,1,23c9d4e0-608a-498e-8290-960da879778e,Video,0.13,2.0,34bf3ff2-34d3-4105-966f-ada0b1332093,447,16.7,5,20
680509c3-986b-4876-b97c-b4eed86f4475,deb4bd99-675f-4c94-a354-bb19c2e54c8b,2024-12-15 08:21:50.639648,13,10,1,0,,,,,63dce952-3c4a-4065-8262-a2d47a3b306b,257,5.27,2,12
21a9dcb6-227f-4138-be36-fd59d409e3c4,08143cfe-05cc-43ea-b208-3adea1dd9ec6,2024-03-17 08:03:26.955960,25,1,4,1,,,,,83325d5d-fa49-4736-8ed3-a53346d6e071,336,13.9,2,15
ae99f8b2-de21-4ce9-afb6-8b770eec45c2,facfe68b-8dee-4c81-9f80-8147816d678a,2024-07-13 09:30:40.801218,77,5,5,4,,,,,34bf3ff2-34d3-4105-966f-ada0b1332093,447,16.7,5,20
62da61d6-adca-41b0-92f5-efa75fdd2d4d,68732e2a-5361-44e1-b100-8b329c5c0910,2024-12-02 20:40:46.106178,51,53,5,4,,,,,e7b0cf47-7021-4f5b-86b8-e18843844ab5,294,2.65,2,13
bd4cdd31-a226-4735-aaad-a309ab4f4443,0c9bd775-65ad-4e25-bc4b-2a1c55f5a790,2025-01-04 09:31:38.775879,26,15,2,1,1a6dcb36-a38c-4c84-9018-008370dc4677,Podcast,0.85,3.0,9ff5909c-9a7c-4578-a0fa-04ac852170be,386,19.4,4,17
578d81e4-4d07-4f15-995f-8f6525ca7a4e,a33ed4b4-f178-4479-8937-e5da03db33e9,2024-07-13 19:26:46.271199,8,39,3,0,,,,,3bcb2fe1-26e3-491a-8745-5f2791663051,485,17.77,2,22
2051a145-7458-460f-b1e6-77f69546614b,c3a9854e-cde0-44bd-93b7-b4566cc6b06a,2024-12-17 09:34:42.458902,111,59,5,1,68ef8c8b-4d19-4b7c-8183-81a227f23b4b,Video,0.98,3.0,fbb646a1-d8a1-4e20-81d9-d0a921cfbf64,363,7.08,2,16
2051a145-7458-460f-b1e6-77f69546614b,c3a9854e-cde0-44bd-93b7-b4566cc6b06a,2024-12-17 09:34:42.458902,111,59,5,1,b4a2f5f0-a586-42df-b2e4-deaa6f38f489,Podcast,0.65,4.0,3cdba36a-03ce-4f77-8195-83a39fe1470a,163,18.53,3,7
1caac8df-79f5-4882-bede-d15783ddbf01,06db6183-2533-418c-a85b-781fa8e40431,2024-04-03 17:46:52.022345,64,34,1,1,,,,,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
5038a3c8-abff-4f53-a8f2-47001021f787,fdb8ff19-a04b-4327-8099-f77d8d30e90c,2024-03-25 14:25:30.401503,18,49,5,1,5f60521a-b1a3-4dea-8184-4c20d5783d55,Blog,0.33,3.0,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
3eb7dec8-47f9-4790-9825-33275de07f50,c8997178-c439-4475-bdc0-a610572e4115,2024-06-05 15:54:08.704056,118,21,3,3,,,,,83325d5d-fa49-4736-8ed3-a53346d6e071,336,13.9,2,15
13351a25-8991-41d6-a163-6d5a21eb5584,68830bc9-0808-49e3-9c6d-699c06770494,2024-06-28 03:54:51.474697,13,26,2,4,5cc98a88-080e-4b1d-99c1-dcb8fa8f1b82,Podcast,0.67,3.0,3bcb2fe1-26e3-491a-8745-5f2791663051,485,17.77,2,22
e6c61d9e-7556-4236-8472-cf547a05118f,0127b476-7050-4721-876b-35ce2d53da84,2024-09-28 11:36:50.516828,94,45,4,3,,,,,f2085ef9-b916-4e0b-8f97-7dfca18c31ad,493,10.96,3,22
21144366-feee-48ac-94db-5e301a9f73cf,d3d066e0-8e0d-4021-8bb5-a9a25d3114d7,2024-05-18 11:55:17.967381,57,40,6,4,,,,,d8ebcd7d-3075-46db-b26d-6cfcf5eed530,487,16.05,2,22
64b4f784-4cbe-4a97-88dc-04d1fe3444f7,c93dd087-eade-4476-9671-d397df6d4dec,2024-07-06 18:40:53.559040,6,13,1,3,91236f45-2f7a-4a39-8277-556b45ee13d4,Blog,0.34,4.0,94cd72c7-08bf-404a-9659-5545af4883ab,98,18.16,1,4
1d3ac614-91ea-4ae9-be64-5777d1e6cb2e,c35e379a-5879-42ec-b28e-7e83ba100578,2024-03-26 08:09:11.764789,88,26,1,1,6257a93a-1db1-452b-9d64-8d4268f5f375,Blog,0.56,5.0,94576ad0-2dba-45c2-9eb1-d824c582bfd2,261,9.5,3,12
1d3ac614-91ea-4ae9-be64-5777d1e6cb2e,c35e379a-5879-42ec-b28e-7e83ba100578,2024-03-26 08:09:11.764789,88,26,1,1,81dd1fab-35b9-4431-8c11-4902214c12f8,Blog,0.15,2.0,dfcc9749-dc59-408f-b605-eeebf119ca5e,53,17.04,4,2
68669e04-1c73-45da-a712-94ffe16f8fc6,f2ccb719-d0cf-45d2-822a-8c85730fe4e7,2024-05-30 00:23:19.254848,96,47,5,2,,,,,f2085ef9-b916-4e0b-8f97-7dfca18c31ad,493,10.96,3,22
9d8819cb-8f6a-4f29-8fa9-f37599ed8ec6,f2ebac86-1f34-451d-92d3-4f0c501ca01b,2024-11-04 23:44:56.700168,115,33,2,3,5e6b1524-efdf-43be-ae9c-e574efbdbb77,Podcast,0.11,1.0,d8ebcd7d-3075-46db-b26d-6cfcf5eed530,487,16.05,2,22
1f725127-7cd9-4dc1-a374-315aeb0a6061,4e892b13-2e30-4f69-941c-0178eeee2733,2024-04-17 19:17:23.610945,64,47,3,0,,,,,df47acaf-2bf3-4bdf-b50f-ba99b8d2fa89,459,15.66,5,21
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4,6533fa91-5f58-4e5b-bc2d-7bbc9fdcbe0f,Video,0.39,5.0,c3f76036-879a-4b96-abca-a0fe289bae01,460,13.93,5,21
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4,11179005-6174-4ab0-9d70-48975488d05c,Podcast,0.24,5.0,3bcb2fe1-26e3-491a-8745-5f2791663051,485,17.77,2,22
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4,162ca3c4-c12e-455d-8ebf-800acbea60e9,Blog,0.39,4.0,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4,35a6441b-81cd-4d91-ac54-3243542c72a5,Podcast,0.65,2.0,9ff5909c-9a7c-4578-a0fa-04ac852170be,386,19.4,4,17
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4,e66e8291-a8c5-470b-a6a4-df16a6893297,Podcast,0.57,1.0,f2d417f1-5eb6-4849-9d3a-2c965f0278a6,477,14.77,2,21
46712ae0-991d-4f5d-b5f0-6cb4afeda70c,c5158a05-3122-4912-bad9-9239ca884ffd,2024-10-18 18:14:40.063757,48,43,2,3,,,,,5e26e3e5-d1f8-4803-9810-ecdbf634c080,441,7.48,2,20
7f84c3d0-14ed-4047-89ea-dd770fb0054e,366d2feb-1c46-4f2a-9ace-ebaf08808289,2024-02-15 02:53:33.937545,14,62,1,1,,,,,d096685d-325c-4508-a467-9fedb8bdf08c,182,9.61,3,8
27932057-5b4a-4e17-9c8a-6a8d028c9803,34dd7443-b454-4ae0-a42f-6fc271686809,2024-08-06 07:22:51.111758,51,17,5,3,486a9267-ec29-4681-93a4-e54910638710,Podcast,0.17,5.0,40454813-56e2-437a-865c-43a03b1b6dea,436,5.35,3,20
1f92af51-786e-450d-8b4f-8899c6901446,b7615395-500e-45ab-b040-d15a83ff8d67,2024-07-22 20:14:46.744901,39,39,1,4,,,,,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
42e84c4b-7311-4747-9303-8db3b92eb6e4,0e5c183e-0a49-4bc1-af6c-efd2ddf8c070,2024-10-23 15:26:26.362173,82,36,5,4,,,,,c554991b-ce5f-4a57-93d2-a3dca90039aa,369,11.41,5,17
c2bb1616-5482-4b4e-b3b8-9d48ad3e1da9,76bc1a14-79cc-48e7-ae2a-43d6e923aa05,2024-05-22 15:07:33.062274,85,1,5,3,0a1f0f4a-3395-4e45-9c07-7a14263c01ea,Podcast,0.1,3.0,5e26e3e5-d1f8-4803-9810-ecdbf634c080,441,7.48,2,20
f6bea027-1bed-4fde-b028-5542e7154729,9a041191-0e1d-4d7f-9447-c11dba53299b,2024-11-17 04:00:23.348445,40,8,1,3,,,,,45fbb3a6-6964-4ff0-80ee-6261a884f71f,368,12.83,4,17
7552f255-115e-4e0c-9f62-3387165bee03,1a83f114-e138-4626-b7c2-85a7ea0f1d46,2024-06-15 18:23:56.404108,54,49,2,2,,,,,956a2f33-2b12-469d-8c0d-717929260301,351,11.12,2,16
cef95fe1-81b4-4022-abb1-9c10e27d3dfe,807866b9-6e5b-4c0a-90a7-b121094f9608,2024-10-06 08:28:17.673480,108,35,3,4,8d4ee47b-95cc-40e7-a654-53c00ab72f64,Podcast,0.9,5.0,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
556924de-5623-409c-991a-25a584b8d620,c3a15391-bcf8-4239-a37e-faf127ff9ef0,2024-07-31 16:41:16.093466,8,15,4,0,21ac88be-e284-4550-a8a5-9cd33d2a053e,Podcast,0.85,5.0,efe52e44-d72a-4d0f-82a6-dfde8321c51d,465,6.07,3,21
d28f7b29-cbd6-4493-b6da-3ab72ca12e94,17ce6e68-396f-43ea-abb8-7920cd36ecb8,2024-01-30 20:30:20.056537,7,61,1,1,2c197953-1e5c-4e49-9248-ac6f0fe368c5,Podcast,0.54,4.0,77fc23ba-42ec-486f-8bb0-e9ef1499933a,250,3.41,2,11
9211b9cb-91da-43ed-83f4-358edfcffdb6,a67d4ff5-09e6-4c32-9b7b-538e8adc7732,2024-02-21 07:52:15.978429,12,28,2,3,,,,,c3f76036-879a-4b96-abca-a0fe289bae01,460,13.93,5,21
0f1eb8e1-d338-449c-893c-b19d932af002,0a03336f-84f1-462c-83f8-a53861111593,2024-11-15 22:27:24.221814,58,14,1,1,,,,,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
fdb2309d-a7ea-435d-9119-99cd57c82f24,f74359d5-ad98-4383-8d23-1ee885ce1e54,2024-02-11 11:53:15.733898,132,33,2,0,f59ed666-ae92-451a-8bdc-f47f2ac66d61,Video,0.61,1.0,cb260e80-19a6-4ae3-8ad4-7a1334e2269d,269,11.11,2,12
cc38c612-db29-49a7-97f7-c6bd6b977f54,a0900b0d-d27c-495b-9883-3963f6da18ed,2024-09-08 02:00:30.647741,8,28,1,1,1dc6992d-b315-4bd5-a5cb-881630891580,Blog,0.5,1.0,7f8b43f5-0152-4f7a-9faf-ae080017fe9a,358,6.04,2,16
cd5632fc-5d55-47dc-9e50-0b8ebcdf7232,f252a17a-8115-4cb6-98bd-04f227195bc8,2024-03-27 19:28:43.186431,58,34,6,0,,,,,e8c8944b-a38b-4814-b585-525bde0df37e,134,17.6,3,6
bd968f58-edcb-4716-b44d-1ce503306abf,fb750c21-263b-4e85-9e42-da11bf6a5146,2024-03-30 03:18:03.477469,97,14,2,2,,,,,d32e4b22-fdd1-4a8a-a667-7c4bc226b18f,427,7.08,4,19
4e1c1401-bcf1-467a-a7cb-59d05777003b,06864510-1234-44fe-8c4c-ec31f08cc26c,2024-09-12 10:50:01.350704,67,24,5,3,,,,,40454813-56e2-437a-865c-43a03b1b6dea,436,5.35,3,20
